database	organismOriginal	structureType	structureValue	referenceType	referenceValue	organismCleaned	structureCleanedInchi	structureCleanedInchikey3D	structureCleanedSmiles	referenceCleanedDoi	curator	validated	comments	structureCleanedName	structureCleanedNameIupac	referenceCleanedTitle	organismCleaned_dbTaxo	organismCleaned_dbTaxoTaxonIds	organismCleaned_dbTaxoTaxonRanks	organismCleaned_dbTaxoTaxonomy	referenceCleanedPmcid	referenceCleanedPmid	referenceCleaned_journal	referenceCleaned_date	referenceCleaned_author	referenceCleaned_score_crossref	referenceCleaned_score_distance	referenceCleaned_score_titleOrganism	referenceCleaned_score_complementDate	referenceCleaned_score_complementAuthor	referenceCleaned_score_complementJournal	referenceCleaned_score_complementTotal
nap_1	Dysidea species Dysideidae	nominal	AVARONE A	title	AVAROL AND RELATED COMPOUNDS FROM THE NEW ZEALAND MARINE SPONGE DYSIDEA SP.	Dysideidae	InChI=1S/C21H28O3/c1-13-6-5-7-18-20(13,3)9-8-14(2)21(18,4)12-15-10-16(22)11-17(23)19(15)24/h6,10-11,14,18,23H,5,7-9,12H2,1-4H3/t14-,18+,20+,21+/m0/s1	RQEBMLJSOUMSIH-FEHMIHBQSA-N	CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=CC(=O)C=C(O)C1=O	10.1071/c96120	AR	Y	NA	2-{[(1R,2S,4aS,8aS)-1,2,4a,5-tetramethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]methyl}-6-hydroxycyclohexa-2,5-diene-1,4-dione	2-{[(1R,2S,4aS,8aS)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]methyl}-6-hydroxycyclohexa-2,5-diene-1,4-dione	Avarol and Related Compounds from the New Zealand Marine Sponge Dysidea sp.	ITIS	202423|914153|46861|47528|47541|47626	kingdom|Subkingdom|phylum|class|order|family	Animalia|Radiata|Porifera|Demospongiae|Dictyoceratida|Dysideidae	NA	NA	Australian Journal of Chemistry	1997	Stewart	65.15282	0	NA	NA	NA	NA	NA
nap_1	Ecklonia maxima Alariaceae	nominal	PHLOROGLUCINOL	title	ANTIBIOTICS FROM ALGAE. XXXV. PHLOROTANNINS FROM ECKLONIA MAXIMA.	Alariaceae	InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H	QCDYQQDYXPDABM-UHFFFAOYSA-N	Oc1cc(O)cc(O)c1	10.1055/s-2007-969498	AR	Y	NA	phloroglucinol	benzene-1,3,5-triol	Antibiotics from Algae. XXXV. Phlorotannins from Ecklonia maxima	The Interim Register of Marine and Nonmarine Genera	16|118|1493|11666|107432	kingdom|phylum|class|order|family	Protista|Heterokontophyta|Phaeophyceae|Laminariales|Alariaceae	NA	NA	Planta Medica	1985-08	Glombitza	57.004356	2	NA	NA	NA	NA	NA
nap_1	Quercus suber Fagaceae	nominal	SCOPOLETIN	title	LOW MOLECULAR WEIGHT POLYPHENOLS IN CORK OF QUERCUS SUBER.	Fagaceae	InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3	RODXRVNMMDRFIK-UHFFFAOYSA-N	COc1cc2ccc(=O)oc2cc1O	10.1021/jf960486w	AR	Y	NA	scopoletin	7-hydroxy-6-methoxy-2H-chromen-2-one	Low Molecular Weight Polyphenols in Cork of Quercus suber	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3502|3503	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Fagales|Fagaceae	NA	NA	Journal of Agricultural and Food Chemistry	1997-07	Conde	33.016766	2	NA	NA	NA	NA	NA
alk_1	Spilanthes scandens (L.) D.C.	smiles	C#CC#CCC\C=C/C(=O)NCCc1ccccc1	title	Acmella Ciliata (H.B.K.) Cassini	Spilanthes	InChI=1S/C17H17NO/c1-2-3-4-5-6-10-13-17(19)18-15-14-16-11-8-7-9-12-16/h1,7-13H,5-6,14-15H2,(H,18,19)/b13-10-	NXJSNVBJQUBKHB-RAXLEYEMSA-N	C#CC#CCC/C=C\C(O)=NCCc1ccccc1	10.1055/s-0029-1214252	AR	Y	NA	(2Z)-N-(2-phenylethyl)non-2-en-6,8-diynimidic acid	(2Z)-N-(2-phenylethyl)non-2-en-6,8-diynimidic acid	Acmella Ciliata (H.B.K.) Cassini	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|911341|102814|183080	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||tribe|genus	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Heliantheae alliance|Heliantheae|Spilanthes	NA	NA	Zeitschrift für Phytotherapie	2009-02	Keipert	37.56403	0	NA	NA	NA	NA	NA
nap_1	Salvia miltiorrhiza Lamiaceae	nominal	PROTOCATECHUIC ALDEHYDE	title	SIMULTANEOUS DETECTION OF SEVEN PHENOLIC ACIDS IN DANSHEN INJECTION USING HPLC WITH ULTRAVIOLET DETECTOR	Lamiaceae	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H	IBGBGRVKPALMCQ-UHFFFAOYSA-N	O=Cc1ccc(O)c(O)c1	10.1631/jzus.b0820095	AR	Y	NA	3,4-dihydroxybenzaldehyde	3,4-dihydroxybenzaldehyde	Simultaneous detection of seven phenolic acids in Danshen injection using HPLC with ultraviolet detector	The Interim Register of Marine and Nonmarine Genera	15|221|1102|12140|113077	kingdom|phylum|class|order|family	Plantae|Magnoliophyta|Magnoliopsida|Lamiales|Lamiaceae	NA	NA	Journal of Zhejiang University SCIENCE B	2008-08-29	Xu	56.331726	0	NA	NA	NA	NA	NA
nap_1	Baccharis genistelloides Asteraceae	nominal	CIRSIMARITIN	title	STUDIES ON THE CONSTITUENTS OF BACCHARIS GENISTELLOIDES.	Asteraceae	InChI=1S/C17H14O6/c1-21-14-8-13-15(16(20)17(14)22-2)11(19)7-12(23-13)9-3-5-10(18)6-4-9/h3-8,18,20H,1-2H3	ZIIAJIWLQUVGHB-UHFFFAOYSA-N	COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC	10.1248/cpb.33.5075	AR	Y	NA	cirsimaritin	5-hydroxy-2-(4-hydroxyphenyl)-6,7-dimethoxy-4H-chromen-4-one	Studies on the constituents of Baccharis genistelloides.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	1985	KUROYANAGI	35.87487	0	NA	NA	NA	NA	NA
nap_1	Berberis actinacantha Berberidaceae	nominal	MAGNOFLORINE	title	ANDESINE: AN ALKALOIDAL NAPHTHALENOPYRONE.	Berberidaceae	InChI=1S/C20H23NO4/c1-21(2)8-7-12-10-15(25-4)20(23)18-16(12)13(21)9-11-5-6-14(24-3)19(22)17(11)18/h5-6,10,13H,7-9H2,1-4H3,(H-,22,23)/p+1/t13-/m0/s1	YLRXAIKMLINXQY-ZDUSSCGKSA-O	COc1ccc2c(c1O)-c1c(O)c(OC)cc3c1[C@H](C2)[N+](C)(C)CC3	10.3987/r-1985-02-0301	AR	Y	NA	magnoflorine	(9S)-3,16-dihydroxy-4,15-dimethoxy-10,10-dimethyl-10-azatetracyclo[7.7.1.0²,⁷.0¹³,¹⁷]heptadeca-1(16),2,4,6,13(17),14-hexaen-10-ium	Andesine: An Alkaloidal Naphthalenopyrone	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|41768|41773	|superkingdom|kingdom|phylum|subphylum|||||class||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Ranunculales|Berberidaceae	NA	NA	HETEROCYCLES	1985	J. Freyer	48.338966	1	NA	NA	NA	NA	NA
nap_1	Pseudomonas fluorescens Pseudomonadaceae	nominal	PSEUDOMONIC ACID A	title	RADIOLABELLING OF THE MONATE MOIETY IN THE STUDY OF PSEUDOMONIC ACID BIOSYNTHESIS.	Pseudomonadaceae	InChI=1S/C26H44O9/c1-16(13-23(30)33-11-9-7-5-4-6-8-10-22(28)29)12-20-25(32)24(31)19(15-34-20)14-21-26(35-21)17(2)18(3)27/h13,17-21,24-27,31-32H,4-12,14-15H2,1-3H3,(H,28,29)/b16-13+/t17-,18-,19-,20-,21-,24+,25-,26-/m0/s1	MINDHVHHQZYEEK-HBBNESRFSA-N	C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O	10.1111/j.1574-6968.1989.tb03082.x	AR	Y	NA	mupirocin	9-{[(2E)-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-{[(2S,3S)-3-[(2S,3S)-3-hydroxybutan-2-yl]oxiran-2-yl]methyl}oxan-2-yl]-3-methylbut-2-enoyl]oxy}nonanoic acid	Radiolabelling of the monate moiety in the study of pseudomonic acid biosynthesis	NCBI	131567|2|1224|1236|72274|135621|351	|superkingdom|phylum|class|order|family|subfamily	|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter	NA	NA	FEMS Microbiology Letters	1989-05	Mantle	56.904922	1	NA	NA	NA	NA	NA
nap_1	Cassia singueana Fabaceae	nominal	PHYSCION	title	7-METHYLPHYSCION AND CASSIAMIN A FROM THE ROOT BARK OF CASSIA SINGUEANA.	Cinnamomum aromaticum	InChI=1S/C16H12O5/c1-7-3-9-13(11(17)4-7)16(20)14-10(15(9)19)5-8(21-2)6-12(14)18/h3-6,17-18H,1-2H3	FFWOKTFYGVYKIR-UHFFFAOYSA-N	COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O	10.1055/s-2006-960945	AR	Y	NA	physcion	1,8-dihydroxy-3-methoxy-6-methyl-9,10-dihydroanthracene-9,10-dione	7-Methylphyscion and Cassiamin A from the Root Bark of Cassia singueana	The Interim Register of Marine and Nonmarine Genera	15|221|1102|10846|114384|1303963|10993074	kingdom|phylum|class|order|family|genus|species	Plantae|Magnoliophyta|Magnoliopsida|Laurales|Lauraceae|Cinnamomum|Cinnamomum aromaticum	NA	NA	Planta Medica	1990-04	Mutasa	62.1679	2	NA	NA	NA	NA	NA
nap_1	Larix cajanderi Pinaceae	nominal	TERPINEN-4-OL	title	TERPENOIDS OF THE OLEORESIN OF THE LARCH GROWING IN KAMCHATKA.	Pinaceae	InChI=1S/C30H44O/c1-15-20-10-18(27(20,4)5)11-22(15)30(14-19-12-23(17(30)3)28(19,6)7)25-16(2)21-13-24(26(25)31)29(21,8)9/h18-19,22,24-26,31H,10-14H2,1-9H3	XWWZJGOBESJRBC-UHFFFAOYSA-N	CC1=C2CC(CC1C1(C3C(C)=C4CC(C3O)C4(C)C)CC3CC(=C1C)C3(C)C)C2(C)C	10.1007/bf00567284	AR	Y	NA	4,6,6-trimethyl-3-(2,6,6-trimethyl-3-{2,6,6-trimethylbicyclo[3.1.1]hept-1-en-3-yl}bicyclo[3.1.1]hept-1-en-3-yl)bicyclo[3.1.1]hept-4-en-2-ol	4,6,6-trimethyl-3-(2,6,6-trimethyl-3-{2,6,6-trimethylbicyclo[3.1.1]hept-1-en-3-yl}bicyclo[3.1.1]hept-1-en-3-yl)bicyclo[3.1.1]hept-4-en-2-ol	Terpenoids of the oleoresin of the larch growing in Kamchatka	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|1437180|58019|3313|1446380|3318	|superkingdom|kingdom|phylum|subphylum||||||class|subclass|order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Acrogymnospermae|Pinopsida|Pinidae|Pinales|Pinaceae	NA	NA	Chemistry of Natural Compounds	1980	Bol'shakova	36.48606	1	NA	NA	NA	NA	NA
nap_1	Echinops echinatus Asteraceae	nominal	APIGENIN	title	ANTIFUNGAL ACTIVITY OF SOME NEW FLAVONES AND FLAVONE GLYCOSIDES OF ECHINOPS ECHINATUS.	Asteraceae	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	KZNIFHPLKGYRTM-UHFFFAOYSA-N	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	10.1139/b88-260	AR	Y	NA	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	Antifungal activity of some new fiavones and fiavone glycosides of Echinops echinatus	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae	NA	NA	Canadian Journal of Botany	1988-09-01	Singh	52.409805	3	NA	NA	NA	NA	NA
nap_1	Dictamnus angustifolius Rutaceae	nominal	SCOPARONE	title	LIMONOIDS AND ALKALOIDS OF THE ROOT BARK OF DICTAMNUS ANGUSTIFOLIUS.	Rutaceae	InChI=1S/C11H10O4/c1-13-9-5-7-3-4-11(12)15-8(7)6-10(9)14-2/h3-6H,1-2H3	GUAFOGOEJLSQBT-UHFFFAOYSA-N	COc1cc2ccc(=O)oc2cc1OC	10.1016/s0031-9422(98)00519-6	AR	Y	NA	scoparone	6,7-dimethoxy-2H-chromen-2-one	Limonoids and alkaloids of the root bark of Dictamnus angustifolius	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|41937|23513	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Sapindales|Rutaceae	NA	NA	Phytochemistry	1999-02	Wu	55.23014	1	NA	NA	NA	NA	NA
nap_1	Gerbera jamesonii Asteraceae	nominal	AMYGDALIN	title	CYANOGENIC GLYCOSIDES AND 4-HYDROXYCOUMARIN GLYCOSIDES FROM GERBERA JAMESONII HYBRIDA.	Gerbera	InChI=1S/C20H27NO11/c21-6-10(9-4-2-1-3-5-9)30-20-18(28)16(26)14(24)12(32-20)8-29-19-17(27)15(25)13(23)11(7-22)31-19/h1-5,10-20,22-28H,7-8H2/t10-,11+,12+,13+,14+,15-,16-,17+,18+,19+,20+/m0/s1	XUCIJNAGGSZNQT-JHSLDZJXSA-N	N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1	10.1248/cpb.33.4803	AR	Y	NA	laetrile	(2R)-2-phenyl-2-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}acetonitrile	Cyanogenic glycosides and 4-hydroxycoumarin glycosides from Gerbera jamesonii hybrida.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|219102|102816|13546	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|genus	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Mutisioideae|Mutisieae|Gerbera	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	1985	NAGUMO	79.29628	0	1	NA	NA	NA	NA
nap_1	Equisetum arvense Equisetaceae	nominal	FERULIC ACID	title	PHENOLIC ACIDS OF EQUISETUM ARVENSE.	Equisetaceae	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	KSEBMYQBYZTDHS-HWKANZROSA-N	COc1cc(/C=C/C(=O)O)ccc1O	10.1007/bf00571226	AR	Y	NA	ferulic acid	(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid	Phenolic acids of Equisetum arvense	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|241806|1521258|3255|3256	|superkingdom|kingdom|phylum|subphylum||||class|subclass|order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Polypodiopsida|Equisetidae|Equisetales|Equisetaceae	NA	NA	Chemistry of Natural Compounds	1975-05	Syrchina	34.07566	1	NA	NA	NA	NA	NA
nap_1	Centella asiatica Apiaceae	nominal	NEROLIDOL	title	ESSENTIAL OIL OF CENTELLA ASIATICA (L.) URB.	Apiaceae	InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3	FQTLCLSUCSAZDY-UHFFFAOYSA-N	C=CC(C)(O)CCC=C(C)CCC=C(C)C	10.1080/10412905.1994.9698382	AR	Y	NA	nerolidol	3,7,11-trimethyldodeca-1,6,10-trien-3-ol	Essential Oil ofCentella asiatica(L.) Urb.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4036|364270|4037	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|suborder|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Apiales|Apiineae|Apiaceae	NA	NA	Journal of Essential Oil Research	1994-05	Wong	38.38188	2	NA	NA	NA	NA	NA
nap_1	Piper methysticum Piperaceae	nominal	YANGONIN	title	SUPERCRITICAL FLUID EXTRACTION OF KAVA LACTONES FROM PIPER METHYSTICUM (KAVA) HERB.	Piperaceae	InChI=1S/C15H14O4/c1-17-12-6-3-11(4-7-12)5-8-13-9-14(18-2)10-15(16)19-13/h3-10H,1-2H3/b8-5+	XLHIYUYCSMZCCC-VMPITWQZSA-N	COc1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1	10.1002/jhrc.1240201007	AR	Y	NA	yangonin	4-methoxy-6-[(1E)-2-(4-methoxyphenyl)ethenyl]-2H-pyran-2-one	Supercritical fluid extraction of kava lactones fromPiper methysticum (kava) herb	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|232347|16736|16739	|superkingdom|kingdom|phylum|subphylum|||||class|||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Magnoliidae|Piperales|Piperaceae	NA	NA	Journal of High Resolution Chromatography	1997-10	Lopez-Aila	76.83681	2	NA	NA	NA	NA	NA
nap_1	Euphorbia watanabei Euphorbiaceae	nominal	CHEBULAGIC ACID	title	TANNINS AND RELATED POLYPHENOLS OF EUPHORBIACEOUS PLANTS. XIV. EUPHORBIN I, A NEW DIMERIC HYDROLYZABLETANNIN FROM EUPHORBIA WATANABEI.	Euphorbia watanabei	InChI=1S/C41H30O27/c42-13-1-8(2-14(43)24(13)49)35(56)68-41-34-33-31(64-39(60)12(6-19(47)48)22-23-11(38(59)67-34)5-17(46)27(52)32(23)65-40(61)30(22)55)18(63-41)7-62-36(57)9-3-15(44)25(50)28(53)20(9)21-10(37(58)66-33)4-16(45)26(51)29(21)54/h1-5,12,18,22,30-31,33-34,41-46,49-55H,6-7H2,(H,47,48)	HGJXAVROWQLCTP-UHFFFAOYSA-N	O=C(O)CC1C(=O)OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C1C(O)C(=O)O4)C(OC(=O)c1cc(O)c(O)c(O)c1)O3	10.1248/cpb.44.1293	AR	Y	NA	[13,14,15,18,19,20,31,35,36-nonahydroxy-2,10,23,28,32-pentaoxo-5-(3,4,5-trihydroxybenzoyloxy)-3,6,9,24,27,33-hexaoxaheptacyclo[28.7.1.0⁴,²⁵.0⁷,²⁶.0¹¹,¹⁶.0¹⁷,²².0³⁴,³⁸]octatriaconta-1(37),11,13,15,17(22),18,20,34(38),35-nonaen-29-yl]acetic acid	2-[13,14,15,18,19,20,31,35,36-nonahydroxy-2,10,23,28,32-pentaoxo-5-(3,4,5-trihydroxybenzoyloxy)-3,6,9,24,27,33-hexaoxaheptacyclo[28.7.1.0⁴,²⁵.0⁷,²⁶.0¹¹,¹⁶.0¹⁷,²².0³⁴,³⁸]octatriaconta-1(37),11,13,15,17(22),18,20,34(38),35-nonaen-29-yl]acetic acid	Tannins and Related Polyphenols of Euphorbiaceous Plants. XIV. Euphorbin I, a New Dimeric Hydrolyzable Tannin from Euphorbia watanabei.	The Interim Register of Marine and Nonmarine Genera	15|221|1102|10112|114198|1339378|11428215	kingdom|phylum|class|order|family|genus|species	Plantae|Magnoliophyta|Magnoliopsida|Malpighiales|Euphorbiaceae|Euphorbia|Euphorbia watanabei	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	1996	AMAKURA	100.72265	1	1	NA	NA	NA	NA
nap_1	Lavandula stoechas Lamiaceae	nominal	THUJAN-4-OL	title	ESSENTIAL OIL VARIATION OF LAVANDULA STOECHAS L. SSP. STOECHAS GROWING WILD IN CRETE (GREECE).	Lamiaceae	InChI=1S/C10H18O/c1-7(2)10-5-4-9(3,11)8(10)6-10/h7-8,11H,4-6H2,1-3H3	KXSDPILWMGFJMM-UHFFFAOYSA-N	CC(C)C12CCC(C)(O)C1C2	10.1016/0305-1978(96)00023-3	AR	Y	NA	sabinene hydrate	2-methyl-5-(propan-2-yl)bicyclo[3.1.0]hexan-2-ol	Essential oil variation of Lavandula stoechas L. ssp. stoechas growing wild in crete (Greece)	The Interim Register of Marine and Nonmarine Genera	15|221|1102|12140|113077	kingdom|phylum|class|order|family	Plantae|Magnoliophyta|Magnoliopsida|Lamiales|Lamiaceae	NA	NA	Biochemical Systematics and Ecology	1996-04	Skoula	98.09133	1	NA	NA	NA	NA	NA
nap_1	Ammi majus Apiaceae	nominal	BERGAPTEN	title	LINEAR FUROCOUMARINS (PSORALENS) FROM THE SEED OF TEXAS AMMI MAJUS L. (BISHOP'S WEED).	Apiaceae	InChI=1S/C12H8O4/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9/h2-6H,1H3	BGEBZHIAGXMEMV-UHFFFAOYSA-N	COc1c2ccoc2cc2oc(=O)ccc12	10.1021/jf60220a023	AR	Y	NA	bergapten	4-methoxy-7H-furo[3,2-g]chromen-7-one	Linear furocoumarins (psoralens) from the seed of Texas Ammi majus L. (Bishop's weed)	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4036|364270|4037	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|suborder|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Apiales|Apiineae|Apiaceae	NA	NA	Journal of Agricultural and Food Chemistry	1978-11	Ivie	71.3371	1	NA	NA	NA	NA	NA
nap_1	Pinus heldreichii Pinaceae	nominal	PALUSTRIC ACID	title	CEMBRATRIENOLS AND OTHER COMPONENTS OF WHITE BARK PINE (PINUS HELDREICHII) OLEORESIN.	Pinaceae	InChI=1S/C20H30O2/c1-13(2)14-6-8-16-15(12-14)7-9-17-19(16,3)10-5-11-20(17,4)18(21)22/h12-13,17H,5-11H2,1-4H3,(H,21,22)	MLBYBBUZURKHAW-UHFFFAOYSA-N	CC(C)C1=CC2=C(CC1)C1(C)CCCC(C)(C(=O)O)C1CC2	10.1016/s0031-9422(00)89650-8	AR	Y	NA	palustric acid	1,4a-dimethyl-7-(propan-2-yl)-1,2,3,4,4a,5,6,9,10,10a-decahydrophenanthrene-1-carboxylic acid	Cembratrienols and other components of white bark pine (Pinus heldreichii) oleoresin	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|1437180|58019|3313|1446380|3318	|superkingdom|kingdom|phylum|subphylum||||||class|subclass|order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Acrogymnospermae|Pinopsida|Pinidae|Pinales|Pinaceae	NA	NA	Phytochemistry	1994-08	Lange	91.936195	1	NA	NA	NA	NA	NA
nap_1	Canavalia ensiformis Fabaceae	nominal	PHYTIC ACID	title	POLYPHENOLS, PHYTATE, CYANOGENIC GLYCOSIDES, AND TRYPSIN INHIBITOR ACTIVITY OF SEVERAL PHILIPPINE INDIGENOUS FOOD LEGUMES.	Canavalia ensiformis	InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)/t1-,2-,3-,4+,5-,6-	IMQLKJBTEOYOSI-GPIVLXJGSA-N	O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O	10.1006/jfca.1994.1019	AR	Y	NA	[(1R,2R,3S,4R,5s,6S)-2,3,4,5,6-pentakis(phosphonooxy)cyclohexyl]oxyphosphonic acid	{[(1R,2R,3S,4R,5s,6S)-2,3,4,5,6-pentakis(phosphonooxy)cyclohexyl]oxy}phosphonic acid	Polyphenols, Phytate, Cyanogenic Glycosides, and Trypsin Inhibitor Activity of Several Philippine Indigenous Food Legumes	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|72025|3803|3814|2231393|2231382|2233855|163735|3822|3823	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||||tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Fabales|Fabaceae|Papilionoideae||||Phaseoleae|Canavalia|Canavalia ensiformis	NA	NA	Journal of Food Composition and Analysis	1994-09	Laurena	74.95947	1	NA	NA	NA	NA	NA
